# g=10	h=7	tend=25000	tinterval=2.0000
# X		index
1000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.825	0.063	0.052	0.000	0.054	0.004	0.002	0.000
0.687	0.111	0.101	0.000	0.083	0.009	0.009	0.000
0.563	0.161	0.141	0.001	0.103	0.018	0.013	0.000
0.490	0.193	0.162	0.003	0.108	0.023	0.021	0.000
0.415	0.225	0.197	0.003	0.099	0.030	0.031	0.000
0.347	0.249	0.223	0.003	0.103	0.034	0.040	0.001
0.305	0.266	0.239	0.003	0.096	0.042	0.048	0.001
0.251	0.291	0.249	0.003	0.099	0.051	0.055	0.001
0.205	0.308	0.262	0.004	0.096	0.058	0.066	0.001
0.176	0.323	0.270	0.005	0.083	0.064	0.078	0.001
0.155	0.329	0.278	0.009	0.072	0.072	0.084	0.001
0.143	0.329	0.287	0.011	0.061	0.079	0.089	0.001
0.132	0.337	0.293	0.012	0.046	0.084	0.095	0.001
0.112	0.336	0.296	0.018	0.045	0.092	0.100	0.001
0.097	0.338	0.305	0.019	0.048	0.092	0.100	0.001
0.084	0.342	0.312	0.020	0.043	0.095	0.103	0.001
0.071	0.344	0.319	0.020	0.039	0.099	0.106	0.002
0.062	0.344	0.322	0.024	0.035	0.102	0.109	0.002
0.059	0.343	0.322	0.025	0.037	0.101	0.111	0.002
0.055	0.343	0.325	0.025	0.034	0.103	0.113	0.002
0.043	0.352	0.329	0.026	0.027	0.106	0.115	0.002
0.038	0.353	0.334	0.027	0.023	0.106	0.116	0.003
0.032	0.354	0.336	0.030	0.020	0.107	0.117	0.004
0.029	0.352	0.338	0.031	0.018	0.111	0.117	0.004
0.026	0.349	0.339	0.033	0.017	0.114	0.117	0.005
0.026	0.348	0.339	0.033	0.011	0.119	0.119	0.005
0.021	0.349	0.343	0.034	0.010	0.120	0.118	0.005
0.018	0.348	0.341	0.035	0.011	0.121	0.120	0.006
0.017	0.347	0.340	0.036	0.011	0.121	0.122	0.006
0.017	0.347	0.336	0.039	0.009	0.122	0.124	0.006
0.016	0.346	0.336	0.040	0.008	0.124	0.124	0.006
0.015	0.347	0.335	0.040	0.008	0.125	0.123	0.007
0.015	0.343	0.333	0.042	0.009	0.125	0.123	0.010
0.011	0.340	0.337	0.046	0.009	0.123	0.124	0.010
0.012	0.339	0.337	0.047	0.007	0.123	0.124	0.011
0.008	0.339	0.337	0.048	0.008	0.125	0.124	0.011
0.009	0.338	0.335	0.049	0.007	0.126	0.125	0.011
0.010	0.338	0.333	0.050	0.007	0.126	0.125	0.011
0.007	0.339	0.331	0.051	0.006	0.127	0.128	0.011
0.009	0.337	0.330	0.052	0.007	0.126	0.128	0.011
0.008	0.337	0.330	0.052	0.007	0.126	0.129	0.011
0.007	0.336	0.325	0.055	0.011	0.125	0.130	0.011
0.005	0.334	0.324	0.057	0.009	0.128	0.132	0.011
0.007	0.333	0.324	0.058	0.008	0.128	0.131	0.011
0.007	0.333	0.324	0.060	0.006	0.127	0.132	0.011
0.007	0.331	0.319	0.064	0.005	0.128	0.135	0.011
0.009	0.330	0.319	0.064	0.003	0.129	0.134	0.012
0.010	0.330	0.317	0.065	0.003	0.130	0.133	0.012
0.013	0.329	0.316	0.065	0.003	0.128	0.133	0.013
0.013	0.329	0.315	0.067	0.003	0.126	0.133	0.014
0.014	0.328	0.315	0.067	0.003	0.126	0.133	0.014
0.013	0.328	0.314	0.068	0.003	0.127	0.133	0.014
0.011	0.323	0.316	0.070	0.004	0.127	0.133	0.016
0.010	0.325	0.315	0.070	0.003	0.126	0.134	0.017
0.008	0.324	0.315	0.072	0.003	0.126	0.135	0.017
0.011	0.321	0.314	0.074	0.004	0.125	0.133	0.018
0.011	0.319	0.315	0.076	0.003	0.125	0.132	0.019
0.008	0.321	0.316	0.077	0.003	0.123	0.132	0.020
0.009	0.319	0.315	0.078	0.003	0.124	0.132	0.020
0.009	0.318	0.313	0.079	0.003	0.124	0.134	0.020
0.011	0.316	0.312	0.080	0.003	0.124	0.133	0.021
0.011	0.314	0.310	0.080	0.005	0.124	0.135	0.021
0.009	0.315	0.308	0.080	0.005	0.125	0.137	0.021
0.012	0.314	0.307	0.080	0.004	0.124	0.137	0.022
0.011	0.315	0.307	0.080	0.003	0.124	0.137	0.023
0.009	0.314	0.307	0.081	0.004	0.125	0.137	0.023
0.009	0.315	0.305	0.082	0.004	0.125	0.137	0.023
0.008	0.315	0.304	0.084	0.003	0.126	0.137	0.023
0.006	0.316	0.303	0.087	0.005	0.124	0.136	0.023
0.007	0.313	0.301	0.089	0.005	0.126	0.136	0.023
0.006	0.311	0.300	0.091	0.004	0.128	0.136	0.024
0.004	0.310	0.300	0.092	0.004	0.130	0.134	0.026
0.007	0.310	0.298	0.092	0.003	0.128	0.134	0.028
0.010	0.308	0.294	0.095	0.003	0.129	0.133	0.028
0.007	0.309	0.293	0.098	0.004	0.127	0.133	0.029
0.005	0.308	0.293	0.100	0.006	0.128	0.131	0.029
0.005	0.307	0.292	0.101	0.006	0.129	0.130	0.030
0.007	0.305	0.290	0.103	0.006	0.128	0.131	0.030
0.007	0.301	0.289	0.106	0.006	0.129	0.132	0.030
0.008	0.300	0.286	0.108	0.005	0.130	0.133	0.030
0.009	0.297	0.283	0.110	0.009	0.129	0.132	0.031
0.008	0.295	0.282	0.110	0.009	0.131	0.134	0.031
0.010	0.292	0.280	0.112	0.009	0.132	0.134	0.031
0.009	0.292	0.282	0.112	0.009	0.131	0.133	0.032
0.011	0.290	0.282	0.113	0.008	0.131	0.133	0.032
0.011	0.289	0.282	0.115	0.008	0.130	0.133	0.032
0.010	0.288	0.278	0.119	0.008	0.130	0.134	0.033
0.009	0.284	0.278	0.123	0.010	0.128	0.135	0.033
0.011	0.285	0.276	0.125	0.008	0.127	0.134	0.034
0.012	0.282	0.277	0.128	0.005	0.128	0.134	0.034
0.011	0.280	0.277	0.130	0.006	0.129	0.132	0.035
0.011	0.278	0.275	0.133	0.009	0.128	0.128	0.038
0.010	0.275	0.275	0.133	0.012	0.128	0.129	0.038
0.007	0.276	0.274	0.134	0.010	0.129	0.131	0.039
0.013	0.273	0.273	0.136	0.007	0.129	0.130	0.039
0.012	0.274	0.271	0.138	0.006	0.129	0.131	0.039
0.009	0.273	0.273	0.139	0.006	0.130	0.131	0.039
0.008	0.274	0.272	0.140	0.006	0.130	0.130	0.040
0.007	0.272	0.272	0.142	0.006	0.130	0.130	0.041
0.007	0.270	0.271	0.142	0.007	0.131	0.131	0.041
0.005	0.266	0.273	0.142	0.008	0.133	0.131	0.042
0.004	0.266	0.274	0.143	0.009	0.132	0.129	0.043
0.005	0.264	0.272	0.144	0.009	0.133	0.130	0.043
0.005	0.264	0.269	0.146	0.010	0.132	0.131	0.043
0.006	0.264	0.268	0.147	0.009	0.132	0.130	0.044
0.008	0.264	0.268	0.147	0.006	0.133	0.129	0.045
0.010	0.263	0.267	0.148	0.004	0.134	0.129	0.045
0.008	0.265	0.267	0.148	0.005	0.134	0.128	0.045
0.007	0.266	0.269	0.148	0.004	0.133	0.128	0.045
0.008	0.262	0.265	0.152	0.004	0.132	0.130	0.047
0.009	0.263	0.261	0.153	0.003	0.130	0.133	0.048
0.008	0.264	0.259	0.153	0.003	0.130	0.135	0.048
0.006	0.265	0.259	0.154	0.005	0.129	0.134	0.048
0.008	0.266	0.258	0.155	0.005	0.127	0.133	0.048
0.012	0.262	0.254	0.157	0.006	0.130	0.130	0.049
0.013	0.260	0.253	0.158	0.005	0.132	0.130	0.049
0.012	0.260	0.253	0.158	0.005	0.133	0.130	0.049
0.012	0.262	0.253	0.158	0.007	0.132	0.127	0.049
0.012	0.261	0.250	0.160	0.005	0.133	0.129	0.050
0.011	0.261	0.248	0.160	0.007	0.133	0.130	0.050
0.010	0.260	0.248	0.161	0.007	0.132	0.133	0.049
0.011	0.255	0.247	0.165	0.007	0.133	0.133	0.049
0.012	0.253	0.248	0.165	0.006	0.135	0.132	0.049
0.005	0.253	0.249	0.166	0.012	0.135	0.130	0.050
0.005	0.254	0.248	0.166	0.009	0.137	0.131	0.050
0.006	0.252	0.248	0.166	0.008	0.139	0.128	0.053
0.005	0.253	0.247	0.167	0.009	0.138	0.128	0.053
0.003	0.252	0.249	0.168	0.009	0.138	0.127	0.054
0.004	0.249	0.248	0.170	0.009	0.138	0.127	0.055
0.004	0.246	0.245	0.174	0.011	0.138	0.127	0.055
0.004	0.244	0.245	0.175	0.011	0.138	0.127	0.056
0.004	0.243	0.244	0.175	0.011	0.140	0.127	0.056
0.004	0.242	0.242	0.176	0.009	0.142	0.129	0.056
0.007	0.240	0.240	0.177	0.008	0.141	0.129	0.058
0.009	0.239	0.236	0.177	0.007	0.141	0.132	0.059
0.009	0.238	0.236	0.179	0.007	0.140	0.132	0.059
0.011	0.236	0.234	0.181	0.006	0.139	0.132	0.061
0.010	0.236	0.234	0.182	0.008	0.139	0.130	0.061
0.011	0.235	0.233	0.182	0.008	0.140	0.130	0.061
0.010	0.233	0.234	0.183	0.008	0.142	0.129	0.061
0.010	0.234	0.231	0.184	0.009	0.142	0.129	0.061
0.011	0.234	0.230	0.185	0.010	0.140	0.128	0.062
0.009	0.233	0.229	0.187	0.009	0.142	0.129	0.062
0.010	0.232	0.228	0.189	0.005	0.142	0.131	0.063
0.007	0.233	0.226	0.190	0.007	0.142	0.132	0.063
0.010	0.233	0.222	0.193	0.006	0.140	0.132	0.064
0.009	0.232	0.219	0.196	0.006	0.141	0.133	0.064
0.010	0.231	0.218	0.198	0.005	0.140	0.132	0.066
0.008	0.229	0.219	0.198	0.007	0.142	0.131	0.066
0.007	0.227	0.221	0.199	0.007	0.142	0.130	0.067
0.009	0.226	0.221	0.201	0.008	0.140	0.127	0.068
0.008	0.224	0.219	0.203	0.009	0.139	0.129	0.069
0.007	0.223	0.219	0.205	0.009	0.139	0.129	0.069
0.008	0.221	0.219	0.206	0.007	0.140	0.130	0.069
0.008	0.221	0.219	0.206	0.008	0.138	0.131	0.069
0.006	0.222	0.220	0.207	0.008	0.136	0.131	0.070
0.006	0.222	0.219	0.208	0.008	0.134	0.132	0.071
0.005	0.220	0.219	0.209	0.009	0.135	0.132	0.071
0.006	0.220	0.218	0.210	0.008	0.134	0.133	0.071
0.006	0.220	0.216	0.212	0.006	0.134	0.134	0.072
0.006	0.219	0.216	0.213	0.006	0.135	0.133	0.072
0.005	0.221	0.216	0.213	0.006	0.133	0.133	0.073
0.006	0.219	0.216	0.213	0.004	0.134	0.134	0.074
0.002	0.222	0.216	0.213	0.002	0.136	0.134	0.075
0.002	0.221	0.215	0.213	0.003	0.136	0.135	0.075
0.003	0.217	0.214	0.216	0.003	0.137	0.135	0.075
0.004	0.216	0.213	0.218	0.003	0.136	0.134	0.076
0.003	0.217	0.212	0.219	0.004	0.135	0.134	0.076
0.004	0.215	0.212	0.219	0.004	0.136	0.132	0.078
0.006	0.214	0.212	0.219	0.002	0.136	0.132	0.079
0.007	0.215	0.212	0.219	0.001	0.135	0.132	0.079
0.006	0.213	0.213	0.220	0.001	0.137	0.131	0.079
0.007	0.213	0.212	0.220	0.001	0.136	0.130	0.081
0.006	0.215	0.213	0.220	0.002	0.134	0.129	0.081
0.007	0.212	0.213	0.221	0.001	0.135	0.130	0.081
0.004	0.212	0.215	0.221	0.002	0.134	0.130	0.082
0.005	0.211	0.215	0.221	0.003	0.133	0.130	0.082
0.008	0.210	0.214	0.221	0.003	0.133	0.129	0.082
0.007	0.209	0.214	0.222	0.003	0.134	0.129	0.082
0.006	0.209	0.213	0.222	0.002	0.134	0.131	0.083
0.006	0.209	0.210	0.225	0.002	0.134	0.131	0.083
0.007	0.211	0.208	0.225	0.002	0.133	0.131	0.083
0.007	0.212	0.209	0.225	0.004	0.130	0.129	0.084
0.007	0.211	0.209	0.226	0.003	0.130	0.130	0.084
0.006	0.209	0.209	0.227	0.005	0.130	0.130	0.084
0.005	0.205	0.209	0.231	0.007	0.128	0.131	0.084
0.006	0.204	0.208	0.232	0.006	0.128	0.132	0.084
0.008	0.205	0.206	0.232	0.007	0.127	0.131	0.084
0.005	0.210	0.206	0.232	0.007	0.125	0.131	0.084
0.006	0.209	0.206	0.234	0.007	0.123	0.131	0.084
0.007	0.209	0.206	0.234	0.006	0.124	0.129	0.085
0.008	0.208	0.207	0.235	0.004	0.124	0.129	0.085
0.008	0.209	0.207	0.235	0.004	0.122	0.129	0.086
0.008	0.208	0.205	0.237	0.002	0.123	0.131	0.086
0.008	0.207	0.205	0.237	0.002	0.124	0.131	0.086
0.006	0.207	0.207	0.237	0.001	0.126	0.130	0.086
0.007	0.207	0.206	0.237	0.001	0.126	0.130	0.086
0.006	0.208	0.205	0.239	0.002	0.124	0.130	0.086
0.005	0.207	0.204	0.239	0.003	0.125	0.131	0.086
0.006	0.205	0.204	0.240	0.003	0.126	0.130	0.086
0.006	0.205	0.204	0.240	0.003	0.125	0.130	0.087
0.005	0.204	0.205	0.241	0.004	0.124	0.130	0.087
0.003	0.203	0.205	0.243	0.005	0.125	0.129	0.087
0.005	0.202	0.204	0.243	0.005	0.124	0.129	0.088
0.006	0.203	0.201	0.245	0.004	0.124	0.129	0.088
0.005	0.204	0.201	0.246	0.004	0.122	0.130	0.088
0.007	0.201	0.200	0.247	0.003	0.124	0.130	0.088
0.007	0.201	0.198	0.248	0.002	0.126	0.130	0.088
0.005	0.202	0.197	0.249	0.004	0.125	0.129	0.089
