# g=10	h=7	tend=25000	tinterval=2.0000
# X		index
1000.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.815	0.075	0.059	0.000	0.047	0.000	0.004	0.000
0.679	0.117	0.109	0.000	0.081	0.006	0.008	0.000
0.539	0.164	0.161	0.000	0.103	0.015	0.018	0.000
0.472	0.187	0.184	0.002	0.110	0.019	0.026	0.000
0.396	0.215	0.210	0.004	0.113	0.029	0.033	0.000
0.325	0.240	0.235	0.004	0.116	0.039	0.041	0.000
0.280	0.259	0.251	0.006	0.114	0.045	0.045	0.000
0.246	0.270	0.265	0.006	0.113	0.050	0.050	0.000
0.213	0.285	0.277	0.006	0.104	0.059	0.056	0.000
0.179	0.300	0.291	0.006	0.090	0.069	0.065	0.000
0.148	0.315	0.308	0.006	0.079	0.074	0.069	0.001
0.127	0.324	0.312	0.008	0.074	0.080	0.074	0.001
0.117	0.329	0.315	0.009	0.063	0.084	0.081	0.002
0.100	0.335	0.320	0.011	0.061	0.087	0.084	0.002
0.091	0.336	0.323	0.013	0.053	0.094	0.088	0.002
0.084	0.342	0.328	0.013	0.044	0.095	0.092	0.002
0.070	0.348	0.328	0.014	0.045	0.096	0.097	0.002
0.066	0.349	0.330	0.015	0.041	0.098	0.099	0.002
0.058	0.352	0.330	0.017	0.042	0.098	0.100	0.003
0.052	0.353	0.333	0.017	0.038	0.101	0.103	0.003
0.049	0.355	0.332	0.020	0.031	0.101	0.109	0.003
0.041	0.358	0.331	0.022	0.028	0.105	0.111	0.004
0.038	0.356	0.336	0.024	0.022	0.105	0.115	0.004
0.027	0.354	0.336	0.027	0.027	0.106	0.119	0.004
0.028	0.348	0.335	0.030	0.026	0.109	0.120	0.004
0.023	0.348	0.339	0.031	0.020	0.111	0.124	0.004
0.026	0.348	0.338	0.032	0.016	0.110	0.125	0.005
0.021	0.348	0.339	0.034	0.014	0.112	0.126	0.006
0.018	0.348	0.336	0.035	0.015	0.113	0.129	0.006
0.016	0.346	0.337	0.036	0.015	0.113	0.130	0.007
0.015	0.345	0.340	0.037	0.013	0.114	0.129	0.007
0.015	0.344	0.338	0.039	0.014	0.113	0.130	0.007
0.014	0.342	0.338	0.042	0.011	0.114	0.131	0.008
0.015	0.338	0.337	0.045	0.011	0.115	0.131	0.008
0.018	0.334	0.335	0.047	0.009	0.115	0.133	0.009
0.016	0.334	0.336	0.047	0.008	0.116	0.133	0.010
0.013	0.333	0.335	0.049	0.009	0.117	0.134	0.010
0.013	0.332	0.333	0.050	0.007	0.117	0.138	0.010
0.011	0.331	0.332	0.052	0.008	0.117	0.138	0.011
0.010	0.330	0.331	0.053	0.007	0.117	0.140	0.012
0.010	0.328	0.331	0.055	0.006	0.117	0.140	0.013
0.010	0.326	0.329	0.057	0.006	0.116	0.143	0.013
0.009	0.324	0.331	0.061	0.004	0.115	0.143	0.013
0.012	0.321	0.329	0.062	0.006	0.116	0.141	0.013
0.011	0.319	0.327	0.065	0.007	0.116	0.142	0.013
0.010	0.320	0.324	0.067	0.007	0.115	0.144	0.013
0.013	0.318	0.322	0.069	0.007	0.112	0.143	0.016
0.013	0.319	0.322	0.070	0.007	0.111	0.142	0.016
0.012	0.319	0.320	0.072	0.008	0.111	0.142	0.016
0.015	0.314	0.320	0.075	0.007	0.112	0.141	0.016
0.018	0.314	0.317	0.076	0.003	0.114	0.142	0.016
0.014	0.315	0.317	0.077	0.006	0.112	0.143	0.016
0.012	0.314	0.317	0.078	0.008	0.112	0.142	0.017
0.013	0.312	0.316	0.079	0.006	0.113	0.142	0.019
0.015	0.307	0.316	0.081	0.003	0.117	0.142	0.019
0.013	0.309	0.316	0.082	0.005	0.117	0.139	0.019
0.011	0.308	0.314	0.083	0.005	0.119	0.141	0.019
0.013	0.304	0.313	0.084	0.006	0.120	0.141	0.019
0.012	0.304	0.314	0.084	0.006	0.120	0.141	0.019
0.012	0.303	0.314	0.084	0.005	0.120	0.143	0.019
0.011	0.303	0.313	0.085	0.006	0.120	0.143	0.019
0.007	0.299	0.314	0.086	0.008	0.123	0.144	0.019
0.008	0.297	0.314	0.087	0.007	0.123	0.145	0.019
0.010	0.293	0.311	0.088	0.004	0.125	0.149	0.020
0.009	0.292	0.311	0.090	0.005	0.125	0.147	0.021
0.010	0.291	0.309	0.091	0.006	0.123	0.148	0.022
0.008	0.293	0.309	0.092	0.004	0.124	0.146	0.024
0.006	0.295	0.308	0.092	0.004	0.124	0.146	0.025
0.007	0.293	0.308	0.093	0.003	0.124	0.147	0.025
0.009	0.290	0.307	0.094	0.005	0.122	0.147	0.026
0.007	0.290	0.303	0.097	0.006	0.123	0.147	0.027
0.007	0.286	0.299	0.098	0.007	0.127	0.149	0.027
0.008	0.287	0.298	0.098	0.007	0.126	0.148	0.028
0.010	0.283	0.297	0.098	0.006	0.127	0.150	0.029
0.008	0.283	0.297	0.099	0.007	0.127	0.150	0.029
0.007	0.284	0.296	0.099	0.007	0.127	0.151	0.029
0.005	0.284	0.298	0.099	0.007	0.127	0.151	0.029
0.003	0.284	0.295	0.099	0.006	0.129	0.155	0.029
0.004	0.283	0.293	0.100	0.006	0.129	0.156	0.029
0.005	0.281	0.293	0.102	0.005	0.127	0.156	0.031
0.008	0.278	0.290	0.103	0.004	0.128	0.158	0.031
0.006	0.278	0.288	0.105	0.006	0.129	0.155	0.033
0.006	0.277	0.286	0.107	0.005	0.128	0.157	0.034
0.009	0.275	0.284	0.108	0.004	0.129	0.157	0.034
0.010	0.275	0.282	0.109	0.003	0.130	0.157	0.034
0.008	0.275	0.281	0.112	0.003	0.130	0.157	0.034
0.009	0.274	0.280	0.113	0.005	0.129	0.156	0.034
0.010	0.275	0.277	0.116	0.005	0.128	0.155	0.034
0.007	0.276	0.278	0.116	0.005	0.128	0.156	0.034
0.007	0.273	0.277	0.117	0.004	0.130	0.157	0.035
0.006	0.271	0.274	0.121	0.005	0.130	0.157	0.036
0.006	0.271	0.274	0.122	0.004	0.130	0.156	0.037
0.009	0.270	0.272	0.122	0.007	0.128	0.155	0.037
0.008	0.270	0.272	0.123	0.006	0.129	0.155	0.037
0.008	0.269	0.273	0.124	0.005	0.131	0.151	0.039
0.007	0.269	0.275	0.124	0.005	0.131	0.150	0.039
0.006	0.269	0.275	0.124	0.005	0.131	0.150	0.040
0.006	0.265	0.279	0.125	0.006	0.130	0.149	0.040
0.005	0.265	0.279	0.125	0.006	0.131	0.149	0.040
0.007	0.264	0.279	0.125	0.005	0.131	0.149	0.040
0.006	0.264	0.279	0.127	0.006	0.130	0.147	0.041
0.003	0.264	0.280	0.128	0.006	0.130	0.148	0.041
0.005	0.262	0.278	0.128	0.006	0.131	0.148	0.042
0.003	0.260	0.279	0.129	0.006	0.134	0.146	0.043
0.003	0.259	0.281	0.129	0.005	0.134	0.145	0.044
0.003	0.259	0.280	0.129	0.003	0.135	0.147	0.044
0.002	0.258	0.279	0.131	0.002	0.135	0.149	0.044
0.005	0.255	0.277	0.132	0.001	0.137	0.149	0.044
0.005	0.255	0.274	0.133	0.002	0.135	0.150	0.046
0.007	0.255	0.273	0.134	0.002	0.134	0.149	0.046
0.005	0.255	0.275	0.134	0.004	0.132	0.149	0.046
0.005	0.255	0.272	0.137	0.003	0.132	0.150	0.046
0.005	0.253	0.271	0.137	0.003	0.134	0.151	0.046
0.006	0.252	0.271	0.137	0.003	0.134	0.150	0.047
0.005	0.253	0.266	0.138	0.003	0.132	0.154	0.049
0.006	0.253	0.264	0.138	0.004	0.132	0.154	0.049
0.006	0.250	0.259	0.141	0.005	0.132	0.157	0.050
0.006	0.249	0.258	0.141	0.005	0.132	0.158	0.051
0.006	0.247	0.257	0.141	0.004	0.134	0.159	0.052
0.006	0.246	0.254	0.143	0.004	0.135	0.160	0.052
0.005	0.245	0.256	0.144	0.004	0.135	0.158	0.053
0.005	0.244	0.254	0.145	0.006	0.133	0.158	0.055
0.006	0.243	0.253	0.145	0.007	0.132	0.159	0.055
0.006	0.240	0.253	0.148	0.007	0.133	0.158	0.055
0.007	0.240	0.252	0.148	0.008	0.133	0.156	0.056
0.007	0.238	0.253	0.149	0.008	0.134	0.155	0.056
0.009	0.238	0.252	0.149	0.006	0.134	0.156	0.056
0.006	0.239	0.252	0.149	0.007	0.135	0.156	0.056
0.008	0.237	0.253	0.149	0.006	0.136	0.155	0.056
0.009	0.237	0.252	0.150	0.005	0.136	0.155	0.056
0.006	0.237	0.252	0.151	0.008	0.134	0.154	0.058
0.006	0.237	0.251	0.151	0.009	0.134	0.153	0.059
0.006	0.236	0.252	0.153	0.009	0.135	0.150	0.059
0.007	0.235	0.251	0.153	0.009	0.134	0.151	0.060
0.006	0.234	0.250	0.155	0.008	0.135	0.152	0.060
0.005	0.233	0.249	0.157	0.009	0.135	0.150	0.062
0.005	0.232	0.249	0.157	0.010	0.135	0.150	0.062
0.006	0.232	0.249	0.157	0.009	0.135	0.150	0.062
0.004	0.234	0.245	0.158	0.009	0.135	0.153	0.062
0.004	0.232	0.246	0.158	0.004	0.139	0.154	0.063
0.003	0.232	0.247	0.157	0.004	0.140	0.154	0.063
0.003	0.232	0.247	0.158	0.004	0.139	0.153	0.064
0.003	0.233	0.245	0.159	0.004	0.139	0.152	0.065
0.000	0.234	0.246	0.159	0.004	0.139	0.150	0.068
0.000	0.234	0.246	0.159	0.003	0.139	0.151	0.068
0.001	0.231	0.247	0.161	0.002	0.137	0.152	0.069
0.002	0.229	0.246	0.161	0.002	0.138	0.153	0.069
0.002	0.228	0.247	0.161	0.002	0.140	0.150	0.070
0.002	0.229	0.245	0.163	0.002	0.140	0.149	0.070
0.002	0.227	0.247	0.165	0.002	0.140	0.147	0.070
0.003	0.226	0.246	0.165	0.002	0.139	0.148	0.071
0.003	0.226	0.245	0.166	0.003	0.138	0.148	0.071
0.002	0.225	0.244	0.168	0.004	0.137	0.146	0.074
0.004	0.223	0.242	0.170	0.003	0.139	0.145	0.074
0.004	0.222	0.243	0.171	0.004	0.138	0.144	0.074
0.004	0.220	0.241	0.175	0.005	0.136	0.144	0.075
0.005	0.220	0.240	0.175	0.002	0.138	0.145	0.075
0.006	0.221	0.237	0.177	0.003	0.135	0.146	0.075
0.008	0.218	0.236	0.178	0.004	0.134	0.145	0.077
0.008	0.216	0.237	0.179	0.003	0.133	0.145	0.079
0.008	0.215	0.236	0.180	0.004	0.133	0.144	0.080
0.010	0.213	0.237	0.181	0.004	0.132	0.142	0.081
0.008	0.210	0.238	0.184	0.004	0.133	0.142	0.081
0.010	0.210	0.237	0.184	0.004	0.133	0.141	0.081
0.011	0.211	0.236	0.185	0.003	0.133	0.139	0.082
0.010	0.211	0.236	0.185	0.005	0.133	0.138	0.082
0.009	0.208	0.234	0.186	0.007	0.134	0.140	0.082
0.011	0.206	0.231	0.186	0.008	0.135	0.141	0.082
0.011	0.207	0.229	0.187	0.008	0.133	0.142	0.083
0.010	0.207	0.227	0.188	0.011	0.131	0.143	0.083
0.009	0.208	0.227	0.188	0.010	0.131	0.142	0.085
0.006	0.210	0.227	0.189	0.010	0.129	0.143	0.086
0.009	0.210	0.225	0.190	0.009	0.128	0.143	0.086
0.009	0.211	0.224	0.191	0.009	0.127	0.142	0.087
0.009	0.208	0.222	0.193	0.008	0.130	0.143	0.087
0.008	0.206	0.222	0.194	0.010	0.128	0.144	0.088
0.009	0.206	0.219	0.195	0.008	0.127	0.146	0.090
0.008	0.206	0.218	0.196	0.008	0.127	0.145	0.092
0.006	0.207	0.218	0.196	0.009	0.127	0.144	0.093
0.004	0.209	0.219	0.197	0.010	0.125	0.143	0.093
0.004	0.209	0.216	0.197	0.006	0.126	0.149	0.093
0.006	0.207	0.215	0.197	0.006	0.126	0.149	0.094
0.006	0.207	0.215	0.197	0.006	0.126	0.148	0.095
0.007	0.206	0.213	0.199	0.004	0.127	0.149	0.095
0.005	0.206	0.214	0.199	0.004	0.127	0.150	0.095
0.004	0.205	0.214	0.200	0.003	0.127	0.150	0.097
0.002	0.205	0.213	0.200	0.004	0.128	0.151	0.097
0.003	0.203	0.214	0.202	0.004	0.127	0.149	0.098
0.004	0.204	0.213	0.203	0.003	0.124	0.150	0.099
0.003	0.204	0.212	0.204	0.004	0.125	0.148	0.100
0.003	0.203	0.212	0.204	0.005	0.122	0.147	0.104
0.002	0.203	0.209	0.207	0.006	0.121	0.147	0.105
0.004	0.202	0.209	0.207	0.005	0.121	0.147	0.105
0.005	0.202	0.209	0.207	0.003	0.120	0.146	0.108
0.005	0.203	0.206	0.209	0.004	0.118	0.146	0.109
0.004	0.204	0.206	0.209	0.004	0.117	0.146	0.110
0.004	0.202	0.207	0.210	0.004	0.118	0.145	0.110
0.004	0.201	0.207	0.210	0.004	0.119	0.144	0.111
0.002	0.200	0.207	0.212	0.006	0.119	0.142	0.112
0.003	0.200	0.206	0.212	0.006	0.118	0.143	0.112
0.004	0.199	0.205	0.213	0.006	0.117	0.143	0.113
0.005	0.199	0.203	0.213	0.006	0.117	0.144	0.113
0.005	0.198	0.203	0.213	0.008	0.116	0.144	0.113
0.005	0.196	0.201	0.215	0.007	0.117	0.146	0.113
0.004	0.197	0.201	0.215	0.007	0.117	0.145	0.114
0.005	0.197	0.200	0.216	0.005	0.117	0.147	0.113
0.006	0.195	0.198	0.218	0.004	0.119	0.146	0.114
0.008	0.196	0.196	0.219	0.005	0.115	0.146	0.115
0.008	0.195	0.195	0.221	0.005	0.116	0.145	0.115
0.009	0.193	0.194	0.221	0.004	0.118	0.146	0.115
0.008	0.193	0.194	0.222	0.004	0.117	0.146	0.116
0.008	0.194	0.194	0.222	0.004	0.117	0.145	0.116
0.009	0.193	0.194	0.222	0.005	0.117	0.143	0.117
0.007	0.195	0.194	0.222	0.004	0.118	0.143	0.117
0.008	0.196	0.192	0.222	0.005	0.117	0.143	0.117
0.007	0.197	0.189	0.224	0.005	0.117	0.144	0.117
0.010	0.194	0.187	0.225	0.004	0.118	0.145	0.117
0.009	0.194	0.189	0.226	0.003	0.116	0.146	0.117
0.009	0.194	0.187	0.227	0.002	0.116	0.148	0.117
0.009	0.189	0.188	0.229	0.002	0.119	0.147	0.117
0.008	0.187	0.189	0.230	0.002	0.120	0.146	0.118
0.007	0.188	0.189	0.231	0.003	0.118	0.146	0.118
0.007	0.189	0.188	0.231	0.003	0.118	0.146	0.118
0.007	0.188	0.188	0.231	0.003	0.119	0.146	0.118
0.006	0.187	0.187	0.232	0.005	0.118	0.147	0.118
0.006	0.187	0.187	0.232	0.005	0.117	0.147	0.119
0.006	0.187	0.186	0.232	0.005	0.117	0.148	0.119
0.005	0.184	0.187	0.234	0.006	0.118	0.147	0.119
0.007	0.183	0.185	0.235	0.004	0.119	0.148	0.119
0.008	0.182	0.186	0.234	0.001	0.121	0.149	0.119
0.006	0.182	0.186	0.235	0.002	0.121	0.149	0.119
0.005	0.183	0.186	0.235	0.003	0.121	0.148	0.119
0.005	0.183	0.186	0.236	0.002	0.121	0.147	0.120
0.005	0.183	0.185	0.236	0.002	0.122	0.147	0.120
0.006	0.182	0.185	0.236	0.002	0.123	0.145	0.121
0.008	0.178	0.185	0.237	0.002	0.124	0.145	0.121
0.005	0.177	0.185	0.238	0.003	0.124	0.147	0.121
0.005	0.176	0.186	0.239	0.003	0.125	0.146	0.120
0.003	0.179	0.187	0.239	0.001	0.124	0.147	0.120
0.001	0.181	0.189	0.239	0.002	0.121	0.145	0.122
0.002	0.180	0.187	0.241	0.001	0.122	0.145	0.122
0.003	0.181	0.187	0.241	0.001	0.121	0.143	0.123
0.003	0.178	0.189	0.242	0.002	0.124	0.139	0.123
0.003	0.175	0.188	0.244	0.002	0.125	0.140	0.123
0.001	0.172	0.190	0.244	0.002	0.127	0.140	0.124
0.001	0.172	0.189	0.245	0.003	0.127	0.138	0.125
0.002	0.171	0.188	0.245	0.002	0.129	0.138	0.125
0.002	0.169	0.187	0.245	0.003	0.131	0.137	0.126
0.004	0.166	0.186	0.245	0.003	0.130	0.139	0.127
0.004	0.166	0.186	0.245	0.003	0.130	0.139	0.127
0.006	0.167	0.185	0.245	0.002	0.129	0.138	0.128
0.005	0.169	0.186	0.245	0.003	0.127	0.136	0.129
0.005	0.166	0.186	0.246	0.002	0.130	0.136	0.129
0.006	0.164	0.185	0.246	0.002	0.132	0.135	0.130
0.005	0.162	0.184	0.247	0.002	0.134	0.136	0.130
0.006	0.161	0.183	0.247	0.001	0.133	0.137	0.132
0.004	0.161	0.185	0.247	0.001	0.133	0.137	0.132
0.003	0.160	0.186	0.247	0.001	0.134	0.137	0.132
0.001	0.163	0.186	0.247	0.001	0.133	0.137	0.132
0.000	0.163	0.184	0.249	0.002	0.133	0.137	0.132
0.000	0.163	0.182	0.252	0.002	0.132	0.137	0.132
0.001	0.162	0.181	0.253	0.003	0.132	0.136	0.132
0.002	0.161	0.181	0.254	0.003	0.132	0.135	0.132
0.002	0.162	0.182	0.254	0.003	0.129	0.134	0.134
0.004	0.160	0.181	0.255	0.003	0.129	0.134	0.134
0.005	0.160	0.180	0.256	0.003	0.129	0.133	0.134
0.004	0.160	0.180	0.256	0.004	0.129	0.133	0.134
0.003	0.159	0.179	0.258	0.004	0.129	0.133	0.135
0.004	0.157	0.176	0.262	0.004	0.129	0.132	0.136
0.004	0.157	0.173	0.264	0.004	0.129	0.132	0.137
0.005	0.158	0.174	0.264	0.002	0.128	0.132	0.137
0.004	0.159	0.174	0.264	0.002	0.128	0.132	0.137
0.004	0.158	0.174	0.264	0.002	0.129	0.131	0.138
0.003	0.157	0.174	0.264	0.001	0.131	0.132	0.138
0.002	0.157	0.174	0.265	0.001	0.131	0.132	0.138
0.002	0.157	0.174	0.265	0.001	0.131	0.132	0.138
0.002	0.157	0.172	0.266	0.002	0.131	0.131	0.139
0.003	0.157	0.170	0.267	0.002	0.131	0.131	0.139
0.003	0.157	0.170	0.267	0.002	0.130	0.131	0.140
0.005	0.154	0.169	0.270	0.001	0.130	0.131	0.140
0.006	0.154	0.169	0.270	0.001	0.130	0.130	0.140
0.005	0.155	0.168	0.270	0.002	0.129	0.130	0.141
0.006	0.153	0.169	0.271	0.002	0.128	0.129	0.142
0.005	0.153	0.167	0.272	0.003	0.128	0.130	0.142
0.004	0.153	0.167	0.272	0.005	0.128	0.129	0.142
0.002	0.153	0.169	0.272	0.005	0.128	0.129	0.142
0.002	0.153	0.167	0.273	0.005	0.128	0.130	0.142
0.004	0.153	0.166	0.274	0.004	0.127	0.131	0.141
0.003	0.153	0.167	0.274	0.004	0.127	0.130	0.142
0.004	0.151	0.168	0.276	0.004	0.127	0.128	0.142
0.004	0.151	0.168	0.276	0.003	0.127	0.128	0.143
0.006	0.150	0.167	0.276	0.004	0.126	0.128	0.143
